ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability,Degree of Turbidity
8.099124189298397,224.23625939355776,19909.541732292393,9.275883602694089,333.7757766108134,418.6062130644815,16.868636929550973,66.42009251176368,3.0559337496641685,0,Slightly Turbidity
5.584086638456089,188.3133237696164,28748.68773904612,7.54486878877965,326.6783629116736,280.4679159334877,8.399734640152758,54.917861841994466,2.5597082275565217,0,Clear
7.360640105838258,165.52079725952862,32452.614409143884,7.550700906704114,326.62435345560164,425.38341949538733,15.586810438033126,78.74001566430479,3.6622917828524573,0,Slightly Turbidity
7.974521648923869,218.69330048866644,18767.65668181348,8.110384501123875,333.7757766108134,364.09823046204866,14.525745697593209,76.48591117965157,4.011718108339787,0,Slightly Turbidity
7.49623220797336,205.34498215818513,28388.00488673697,5.072557773840631,333.7757766108134,444.6453523327066,13.228311099224527,70.30021264692436,4.777382337225378,0,Slightly Turbidity
7.051785800016845,211.04940606054578,30980.600786788862,10.094796011661426,333.7757766108134,315.1412672443021,20.39702184072246,56.65160378979331,4.268428857506186,0,Slightly Turbidity
7.371050302429531,214.49661045715658,25630.320036999725,4.432669290372123,335.75443859606526,469.91455147923585,12.509163940498695,62.79727715266126,2.5602991476149146,0,Clear
6.660212026118103,168.28374685651832,30944.363591242687,5.858769130547582,310.93085831787846,523.6712975009444,17.88423519296481,77.0423180517003,3.7497012410996176,0,Slightly Turbidity
7.080794504276819,215.97785868806778,17107.224225827616,5.607060453087125,326.943977743867,436.25619397264916,14.189062206123708,59.85547582615388,5.459250956028731,0,Turbidity
5.400301780729467,140.73906225113961,17266.593421923077,10.056852484033495,328.3582406986835,472.8740732754293,11.256381166909478,56.9319064457562,4.824786389767524,0,Slightly Turbidity
6.514415093251676,198.76735125945606,21218.702871190195,8.67093691991312,323.5963490101317,413.2904500885347,14.899999566696977,79.84784281372556,5.200885076539757,0,Turbidity
7.181448580829175,209.62560053629045,15196.229987483843,5.994678646449973,338.3364310774872,342.1112862851926,7.92259833302262,71.5379532557936,5.088859989138795,0,Turbidity
7.080794504276819,232.28045202353212,14787.206264858174,5.474914831733126,333.7757766108134,383.9817230247576,12.16693714505169,86.08072748444091,5.029166724080735,0,Turbidity
5.115817063771218,191.95274297485884,19620.545328612152,6.060712994989327,323.8363839136296,441.74837932486867,10.96648615295345,49.23823132273568,3.9020887676437543,0,Slightly Turbidity
5.331940479018537,194.87406544579954,16658.876503163574,7.993829562375316,316.67516182816695,335.1203984374612,10.180513802631594,59.57271371122687,4.434820257956548,0,Slightly Turbidity
5.702925976824722,216.85047387261517,35606.44017680798,7.1843510891688,333.7757766108134,504.63826042575033,16.140790019197993,77.53618351780308,4.137739016206605,0,Slightly Turbidity
6.953864225511059,209.6382929790206,10575.18628088936,4.462707246137983,315.60659440039234,391.18431508600554,13.28533391608596,87.39088897956339,3.195710328196264,0,Slightly Turbidity
8.757257397440991,200.19140044205727,21536.224687445414,4.915101054543186,317.88290049783706,404.7177991564453,13.768323306421337,47.930871877110214,3.6261354416122304,0,Slightly Turbidity
4.999413810796919,190.28705014936028,24323.865903045946,7.230164126862036,324.8930378422557,405.3304820275903,8.236557503105303,99.42738491828506,4.460683931737437,0,Slightly Turbidity
7.080794504276819,155.05572682593436,20557.240431752216,8.187319049670325,333.7757766108134,290.18098311050545,16.622255183892094,59.622057462107946,4.089907689677867,0,Slightly Turbidity
8.692092012708041,195.1437387840549,24656.239679444574,8.23190033837729,333.7757766108134,398.3454180035162,12.380770792752344,48.440724865546855,4.477960248233931,0,Slightly Turbidity
6.2039777022783476,212.30661828668616,21815.07414790552,7.873991884545469,333.7757766108134,362.10800431396245,14.9330126610987,63.87381994728531,5.215689206119035,0,Turbidity
7.080794504276819,211.20052600889707,12830.484133775428,4.502117033961811,326.9615175657507,333.3298479586677,16.04514847686687,49.89840563542835,3.4397400415499195,0,Slightly Turbidity
7.261550522070718,179.88978823788455,24964.777703096523,5.837086492837437,349.26927130145657,501.18278074341,17.287713278296337,50.993006453081094,3.636364182680497,0,Slightly Turbidity
8.679934969964185,242.22866728551904,22984.05095148243,7.5187646593999045,333.7757766108134,352.94258812349034,18.704409059274894,69.90790244915216,3.873470298448302,0,Slightly Turbidity
7.080794504276819,219.30091421337028,14859.46642428366,5.598326765629258,344.4423936728914,425.21357480761293,15.771834366058272,49.352001477804436,4.655916598688822,0,Slightly Turbidity
6.897322141100197,211.36016672106155,25650.777643120262,6.766009906754591,333.7757766108134,383.0143101678532,13.93478804138067,90.52332986300934,5.022783630004574,0,Turbidity
6.455004797496717,176.68397277687006,24468.048390354594,5.756930038692856,314.79959828380953,477.58134615570293,16.245504341610683,57.72972382844005,2.2934314064128625,0,Clear
5.519125656437607,168.72858303956718,12531.60192106475,7.73072294792503,333.7757766108134,443.5703720974922,18.099078103861586,66.39629294676803,3.758995860323916,0,Slightly Turbidity
7.408985466924612,204.96174981089473,9566.122270169199,6.505923138805981,311.4526625117488,504.14599408386647,11.532144007741238,81.10693773146244,3.772420927989514,0,Slightly Turbidity
6.209642259708484,195.41772094898113,13116.707711787023,7.879347670859675,333.7757766108134,417.24165602634883,7.507662314515301,70.54738690612056,3.6125196149467147,0,Slightly Turbidity
6.762832521891738,232.0751765558761,27159.384345233535,7.884990657868601,350.4452926972019,465.4137746213498,13.863964882331118,64.81225738319597,4.916579160751283,0,Slightly Turbidity
7.080794504276819,197.9797828412593,17153.306163452093,7.659203939381076,329.2803146030727,575.1146944234249,11.870981482343325,69.10983568283255,4.383921813522324,0,Slightly Turbidity
6.099646705468387,237.9199267632531,20416.84099619073,8.457830699274377,333.7757766108134,291.1048365690676,19.27005426046378,93.13800948154017,3.1727897691528772,0,Slightly Turbidity
6.140877556947864,197.87608974936683,26687.87448333394,7.587196417947506,329.23185293501894,548.0727613161172,15.836330205236152,41.26364788367695,5.359460295012964,0,Turbidity
7.077874006530455,220.67053960676589,23873.378210133662,6.181839616382845,341.98723407838395,333.0507859433459,10.661798937603976,90.29777033020963,4.764508264921448,0,Slightly Turbidity
7.348844511550613,223.26493973020737,11519.046527356593,8.889558679820604,333.7757766108134,494.1584340869637,18.145374253777163,73.71552201680902,4.880875156180851,0,Slightly Turbidity
7.080794504276819,213.54193229259064,22539.71161451215,6.9572041785868635,334.0411862066902,463.39884709083714,11.623019157977637,69.61584964492826,3.3985925873166565,0,Slightly Turbidity
6.09815652147278,189.995845993418,27776.901051693392,6.4430978778694525,347.9304004157372,245.85963197125264,14.63688225637759,73.42463245501654,3.9773623643299727,0,Slightly Turbidity
6.745306715080959,218.42463701923356,21871.838700042495,7.165509192468924,333.7757766108134,373.05010163921327,16.826619464762302,74.08607997264363,3.9023525898765015,0,Slightly Turbidity
7.080794504276819,146.9702452251051,16367.458371975481,7.687037185889347,333.7757766108134,468.94501475022685,18.60138073373639,49.56196889416349,4.664350321001553,0,Slightly Turbidity
6.506487766502467,202.28593794959164,17087.076901837234,6.201982767323312,326.66236831259846,481.77193425228,16.535185927180066,46.20574791071063,3.5487755887477364,0,Slightly Turbidity
5.033773989751668,155.32147750080298,34971.80748262682,7.121477448104934,320.1154970205283,500.6373261700039,18.312498541935838,63.19330598951376,3.2449484773190633,0,Slightly Turbidity
6.242414484103846,191.90872954929208,28149.411791622882,7.130436799595529,319.3067850802741,448.2425267423017,19.370090874546293,60.93948098211983,4.5087050978944845,0,Slightly Turbidity
8.129585513966727,177.89896662548156,27834.21769634046,9.00600774687328,334.4385388035782,397.0214275538664,15.936261676600793,81.39075849624524,3.3625371351987914,0,Slightly Turbidity
8.167792632308252,200.91375467195093,27141.362902943478,7.262416638654269,344.16113431571995,525.5987875011582,16.142284003388227,66.23143553591859,4.289395484098247,0,Slightly Turbidity
7.080794504276819,167.38612732636108,20944.620814413163,4.963124049313229,333.7757766108134,566.3392939723461,11.31880659612483,66.39629294676803,3.6797950347550294,0,Slightly Turbidity
7.861177700998561,204.27424109989397,25145.024124785556,7.923315374812149,338.2138034436881,469.48696124616185,15.993410350862462,86.16729829337078,4.157656628375073,0,Slightly Turbidity
